PIN	PropClass	Address	City	Zip	SaleDate	SaleAmt	TaxRate	ASL	ASFL	AI	ASB	ASFB	ASTotal	ASFTotal	Subdivision	FullBath	Style	HalfBath	LivingSqFt	CentralAir	BldgSqFt	Fireplace	YearBuilt	Porch	Basement	Attic	Garage	Lot	Block	Unit	Building	Area	Status
03-17-36-300-018-0000	RESIDENTIAL	1204 VISTA DR	WILMINGTON	60481	N/A	N/A	8.1458 (2016)	22,371	0	0	68,198	0	90,569	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
03-17-36-303-027-0000	RESIDENTIAL	1217 VISTA DR	WILMINGTON	60481	07/22/1985	$53,000	8.1458 (2016)	10,391	0	0	34,710	0	45,101	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	58	N/A	N/A	N/A	N/A	N/A
03-17-36-310-001-0000	RESIDENTIAL	1198 VISTA DR	WILMINGTON	60481	09/01/2004	$58,000	8.1458 (2016)	18,105	0	0	66,944	0	85,049	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A
03-17-36-310-003-0000	RESIDENTIAL	1202 VISTA DR	WILMINGTON	60481	N/A	N/A	8.1458 (2016)	18,105	0	0	53,721	0	71,826	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3	N/A	N/A	N/A	N/A	N/A
04-10-06-301-006-0000	RESIDENTIAL	319 VISTA CT UNIT B	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	34,184	0	42,937	0	N/A	0	1-STY	0	1150 Sq. Feet	YES	1150 Sq. Feet	NO	1991	YES	?	NO	ATTACHED, 224 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-007-0000	RESIDENTIAL	319 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	34,184	0	42,937	0	N/A	0	1-STY	0	1150 Sq. Feet	YES	1150 Sq. Feet	NO	1991	YES	?	NO	ATTACHED, 224 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
03-17-36-303-006-0000	RESIDENTIAL	1211 VISTA DR	WILMINGTON	60481	07/01/2014	$145,000	8.1458 (2016)	10,391	0	0	37,740	0	48,131	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	61	N/A	N/A	N/A	N/A	N/A
03-17-36-310-002-0000	RESIDENTIAL	1200 VISTA DR	WILMINGTON	60481	12/01/2006	$280,000	8.1458 (2016)	18,105	0	0	52,814	0	70,919	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	N/A	N/A	N/A	N/A
03-17-25-400-003-0000	RESIDENTIAL	616 VAN BUREN ST	WILMINGTON	60481	N/A	N/A	8.1458 (2016)	17,281	0	0	35,879	0	53,160	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1 & 2	59	N/A	N/A	N/A	N/A
03-17-25-354-004-0000	RESIDENTIAL	504 VAN BUREN ST	WILMINGTON	60481	09/20/1993	$126,000	8.1458 (2016)	13,987	0	0	52,632	0	66,619	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7	54	N/A	N/A	N/A	N/A
03-17-25-400-002-0000	COMMERCIAL	606 VAN BUREN ST APT B	WILMINGTON	60481	12/01/2006	$1,025,000	8.1458 (2016)	31,648	0	0	90,381	0	122,029	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4 & 5	59	N/A	N/A	N/A	N/A
04-10-06-301-009-0000	RESIDENTIAL	315 VISTA CT UNIT B	MINOOKA	60447	01/01/1999	$121,000	8.8216 (2016)	8,753	0	0	37,702	0	46,455	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	YES	1992	YES	?	NO	ATTACHED, 234 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-010-0000	RESIDENTIAL	315 VISTA CT UNIT A	MINOOKA	60447	12/01/2006	$162,500	8.8216 (2016)	8,753	0	0	37,702	0	46,455	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	YES	1992	YES	PRT SLAB	NO	ATTACHED, 234 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-015-1005	RESIDENTIAL	313 VISTA CT UNIT G	MINOOKA	60447	08/01/2009	$154,000	8.8216 (2016)	8,753	0	0	28,677	0	37,430	0	N/A	0	SPLIT LV	0	1064 Sq. Feet	NO	1064 Sq. Feet	NO	1992	NO	N/A	NO	ATTACHED, 360 Sq. Feet	N/A	N/A	G	N/A	N/A	N/A
04-10-06-301-015-1006	RESIDENTIAL	313 VISTA CT UNIT H	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	27,930	0	36,683	0	N/A	0	2-STY	0	1064 Sq. Feet	NO	1064 Sq. Feet	NO	1992	NO	N/A	NO	360 Sq. Feet	N/A	N/A	H	N/A	N/A	N/A
04-10-06-301-022-1001	RESIDENTIAL	313 VISTA CT UNIT E	MINOOKA	60447	01/01/2010	$165,000	8.8216 (2016)	8,753	0	0	38,663	0	47,416	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	NO	1992	YES	FULL WALKOUT	NO	ATTACHED, 360 Sq. Feet	N/A	N/A	E	N/A	N/A	N/A
04-10-06-301-022-1002	RESIDENTIAL	313 VISTA CT UNIT F	MINOOKA	60447	08/01/2015	$120,000	8.8216 (2016)	8,753	0	0	38,663	0	47,416	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	NO	1992	NO	FULL WALKOUT	NO	ATTACHED, 360 Sq. Feet	N/A	N/A	F	N/A	N/A	N/A
04-10-06-301-023-0000	RESIDENTIAL	317 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	40,372	0	49,125	0	N/A	0	1-STY	0	1304 Sq. Feet	NO	1304 Sq. Feet	NO	1991	NO	N/A	NO	ATTACHED, 360 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-024-0000	RESIDENTIAL	321 VISTA CT UNIT B	MINOOKA	60447	11/01/1998	$113,000	8.8216 (2016)	8,753	0	0	34,979	0	43,732	0	N/A	0	2-STY	0	1276 Sq. Feet	YES	1276 Sq. Feet	YES	1991	YES	FULL	NO	ATTACHED, 192 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-025-0000	RESIDENTIAL	321 VISTA CT UNIT A	MINOOKA	60447	07/01/1998	$121,000	8.8216 (2016)	8,753	0	0	34,979	0	43,732	0	N/A	0	2-STY	0	1276 Sq. Feet	YES	1276 Sq. Feet	YES	1991	YES	FULL	NO	ATTACHED, 192 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-030-1001	RESIDENTIAL	211 VISTA CT UNIT A	MINOOKA	60447	01/01/2008	$160,000	8.8216 (2016)	8,753	0	0	38,450	0	47,203	0	N/A	0	SPLIT LV	0	1390 Sq. Feet	YES	1390 Sq. Feet	NO	2000	NO	FULL	NO	ATTACHED	N/A	N/A	A	N/A	N/A	N/A
04-10-06-301-030-1002	RESIDENTIAL	211 VISTA CT UNIT B	MINOOKA	60447	12/01/2005	$155,000	8.8216 (2016)	8,753	0	0	38,450	0	47,203	0	N/A	0	SPLIT LV	0	1390 Sq. Feet	YES	1390 Sq. Feet	NO	2000	NO	FULL	NO	ATTACHED	N/A	N/A	B	N/A	N/A	N/A
04-10-06-301-030-1003	RESIDENTIAL	211 VISTA CT UNIT C	MINOOKA	60447	04/01/2013	$107,000	8.8216 (2016)	8,753	0	0	38,450	0	47,203	0	N/A	0	SPLIT LV	0	1390 Sq. Feet	YES	1390 Sq. Feet	NO	2000	NO	FULL	NO	ATTACHED	N/A	N/A	C	N/A	N/A	N/A
04-10-06-301-030-1004	RESIDENTIAL	211 VISTA CT UNIT D	MINOOKA	60447	01/01/2016	$134,000	8.8216 (2016)	8,753	0	0	38,450	0	47,203	0	N/A	0	SPLIT LV	0	1390 Sq. Feet	YES	1390 Sq. Feet	NO	2000	NO	FULL	NO	ATTACHED	N/A	N/A	D	N/A	N/A	N/A
04-10-06-301-032-0000	RESIDENTIAL	267 VISTA CT	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	35,673	0	44,426	0	N/A	0	2-STY	0	1532 Sq. Feet	YES	1532 Sq. Feet	YES	2001	NO	N/A	NO	ATTACHED	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-033-0000	RESIDENTIAL	265 VISTA CT	MINOOKA	60447	02/01/2016	$125,000	8.8216 (2016)	8,753	0	0	34,552	0	43,305	0	N/A	0	2-STY	0	1532 Sq. Feet	YES	1532 Sq. Feet	NO	2001	NO	N/A	NO	ATTACHED	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-034-0000	RESIDENTIAL	263 VISTA CT	MINOOKA	60447	08/01/2006	$160,000	8.8216 (2016)	8,753	0	0	35,673	0	44,426	0	N/A	0	2-STY	0	1532 Sq. Feet	YES	1532 Sq. Feet	NO	2001	NO	N/A	NO	ATTACHED	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-035-0000	RESIDENTIAL	261 VISTA CT	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	35,673	0	44,426	0	N/A	0	2-STY	0	1532 Sq. Feet	YES	1532 Sq. Feet	NO	2001	NO	N/A	NO	ATTACHED	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-302-005-1001	RESIDENTIAL	323 VISTA CT UNIT A	MINOOKA	60447	11/01/2016	$136,000	8.8216 (2016)	8,753	0	0	33,697	0	42,450	0	N/A	0	1-STY	0	1080 Sq. Feet	YES	1080 Sq. Feet	NO	1990	YES	FULL	NO	440 Sq. Feet	N/A	N/A	A	N/A	N/A	N/A
03-17-25-401-002-0000	RESIDENTIAL	611 VAN BUREN ST	WILMINGTON	60481	10/01/1999	$110,000	8.1458 (2016)	10,391	0	0	35,276	0	45,667	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2	58	N/A	N/A	N/A	N/A
04-10-06-302-005-1003	RESIDENTIAL	323 VISTA CT UNIT C	MINOOKA	60447	11/01/2014	$116,000	8.8216 (2016)	8,753	0	0	33,644	0	42,397	0	N/A	0	1-STY	0	1119 Sq. Feet	YES	1119 Sq. Feet	YES	1992	YES	FULL	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	C	N/A	N/A	N/A
04-10-06-302-005-1004	RESIDENTIAL	323 VISTA CT UNIT D	MINOOKA	60447	06/01/2003	$132,000	8.8216 (2016)	8,753	0	0	33,644	0	42,397	0	N/A	0	1-STY	0	1119 Sq. Feet	YES	1119 Sq. Feet	YES	1990	YES	FULL	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	D	N/A	N/A	N/A
04-10-06-302-005-1005	RESIDENTIAL	323 VISTA CT UNIT E	MINOOKA	60447	06/01/2015	$125,000	8.8216 (2016)	8,753	0	0	33,697	0	42,450	0	N/A	0	1-STY	0	1080 Sq. Feet	YES	1080 Sq. Feet	YES	1990	YES	FULL	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	E	N/A	N/A	N/A
04-10-06-302-005-1006	RESIDENTIAL	325 VISTA CT UNIT F	MINOOKA	60447	10/01/2014	$87,500	8.8216 (2016)	8,753	0	0	33,697	0	42,450	0	N/A	0	1-STY	0	1080 Sq. Feet	YES	1080 Sq. Feet	YES	1990	NO	N/A	NO	440 Sq. Feet	N/A	N/A	F	N/A	N/A	N/A
04-10-06-301-015-1004	RESIDENTIAL	313 VISTA CT UNIT D	MINOOKA	60447	03/01/2010	$163,500	8.8216 (2016)	8,753	0	0	36,367	0	45,120	0	N/A	0	2-STY	0	1556 Sq. Feet	NO	1556 Sq. Feet	NO	1992	NO	N/A	NO	ATTACHED, 396 Sq. Feet	N/A	N/A	D	N/A	N/A	N/A
04-10-06-302-005-1008	RESIDENTIAL	325 VISTA CT UNIT H	MINOOKA	60447	08/01/2005	$168,000	8.8216 (2016)	8,753	0	0	33,644	0	42,397	0	N/A	0	1-STY	0	1119 Sq. Feet	YES	1119 Sq. Feet	NO	1991	NO	N/A	NO	NONE	N/A	N/A	H	N/A	N/A	N/A
04-10-06-302-005-1002	RESIDENTIAL	323 VISTA CT UNIT B	MINOOKA	60447	12/01/2007	$158,000	8.8216 (2016)	8,753	0	0	33,644	0	42,397	0	N/A	0	1-STY	0	1119 Sq. Feet	YES	1119 Sq. Feet	YES	1991	YES	FULL	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	B	N/A	N/A	N/A
04-10-06-301-015-1002	RESIDENTIAL	313 VISTA CT UNIT B	MINOOKA	60447	11/01/2006	$164,000	8.8216 (2016)	8,753	0	0	38,344	0	47,097	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	NO	1992	NO	N/A	NO	360 Sq. Feet	N/A	N/A	B	N/A	N/A	N/A
04-10-06-302-005-1007	RESIDENTIAL	325 VISTA CT UNIT G	MINOOKA	60447	11/08/1994	$101,000	8.8216 (2016)	8,753	0	0	33,644	0	42,397	0	N/A	0	1-STY	0	1119 Sq. Feet	YES	1119 Sq. Feet	NO	1991	NO	N/A	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	G	N/A	N/A	N/A
03-17-25-354-005-0000	RESIDENTIAL	514 VAN BUREN ST	WILMINGTON	60481	N/A	N/A	8.1458 (2016)	13,987	0	0	26,040	0	40,027	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	54	N/A	N/A	N/A	N/A
04-10-06-301-015-1003	RESIDENTIAL	313 VISTA CT UNIT C	MINOOKA	60447	02/08/1993	$118,500	8.8216 (2016)	8,753	0	0	37,274	0	46,027	0	N/A	0	2-STY	0	1556 Sq. Feet	NO	1556 Sq. Feet	NO	1992	NO	N/A	NO	ATTACHED, 396 Sq. Feet	N/A	N/A	C	N/A	N/A	N/A
04-10-06-301-012-0000	RESIDENTIAL	317 VISTA CT UNIT B	MINOOKA	60447	04/01/2009	$121,000	8.8216 (2016)	8,753	0	0	37,756	0	46,509	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	YES	1992	YES	FULL	NO	ATTACHED, 360 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-302-005-1009	RESIDENTIAL	325 VISTA CT UNIT I	MINOOKA	60447	10/01/2016	$134,000	8.8216 (2016)	8,753	0	0	33,644	0	42,397	0	N/A	0	1-STY	0	1119 Sq. Feet	YES	1119 Sq. Feet	NO	1991	NO	N/A	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	1	N/A	N/A	N/A
04-10-06-303-001-0000	RESIDENTIAL	310 VISTA CT UNIT A	MINOOKA	60447	03/01/2015	$285,000	8.8216 (2016)	26,988	0	0	74,764	0	101,752	0	N/A	0	2-STY	0	5400 Sq. Feet	YES	5400 Sq. Feet	YES	0	NO	N/A	NO	1560 Sq. Feet	8	N/A	N/A	N/A	N/A	N/A
04-10-06-303-013-0000	RESIDENTIAL	324 VISTA CT UNIT A	MINOOKA	60447	04/01/2003	$139,900	8.8216 (2016)	8,753	0	0	35,620	0	44,373	0	N/A	0	2-STY	0	1413 Sq. Feet	YES	1413 Sq. Feet	NO	1990	YES	N/A	NO	ATTACHED, 225 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-014-0000	RESIDENTIAL	324 VISTA CT UNIT B	MINOOKA	60447	01/01/2016	$137,000	8.8216 (2016)	8,753	0	0	35,620	0	44,373	0	N/A	0	2-STY	0	1413 Sq. Feet	YES	1413 Sq. Feet	NO	1990	YES	FULL	NO	ATTACHED, 225 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-301-015-1001	RESIDENTIAL	313 VISTA CT UNIT A	MINOOKA	60447	07/01/2003	$147,000	8.8216 (2016)	8,753	0	0	38,076	0	46,829	0	N/A	0	2-STY	0	1360 Sq. Feet	YES	1360 Sq. Feet	NO	1992	NO	FULL WALKOUT	NO	ATTACHED, 360 Sq. Feet	N/A	N/A	A	N/A	N/A	N/A
04-10-06-303-015-0000	RESIDENTIAL	326 VISTA CT UNIT B	MINOOKA	60447	03/01/2008	$145,000	8.8216 (2016)	8,753	0	0	34,499	0	43,252	0	N/A	0	2-STY	0	1794 Sq. Feet	YES	1794 Sq. Feet	NO	1991	NO	N/A	NO	ATTACHED	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-016-0000	RESIDENTIAL	326 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	42,670	0	51,423	0	N/A	0	2-STY	0	1435 Sq. Feet	YES	1435 Sq. Feet	NO	1991	NO	N/A	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-017-0000	RESIDENTIAL	316 VISTA CT UNIT B	MINOOKA	60447	10/01/2003	$120,000	8.8216 (2016)	8,753	0	0	33,376	0	42,129	0	N/A	0	1-STY	0	1098 Sq. Feet	NO	1098 Sq. Feet	NO	1991	NO	N/A	NO	195 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-018-0000	RESIDENTIAL	316 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	33,376	0	42,129	0	N/A	0	1-STY	0	1098 Sq. Feet	NO	1098 Sq. Feet	NO	1991	NO	N/A	NO	195 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-020-0000	RESIDENTIAL	320 VISTA CT UNIT B	MINOOKA	60447	03/01/2008	$152,000	8.8216 (2016)	8,753	0	0	32,896	0	41,649	0	N/A	0	1-STY	0	1098 Sq. Feet	NO	1098 Sq. Feet	NO	1991	NO	N/A	NO	208 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-026-1001	RESIDENTIAL	208 VISTA CT UNIT A	MINOOKA	60447	04/01/2013	$126,900	8.8216 (2016)	7,502	0	0	39,144	0	46,646	0	N/A	0	2-STY	0	1362 Sq. Feet	YES	1362 Sq. Feet	NO	1999	NO	FULL LOOKOUT	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	A	N/A	N/A	N/A
04-10-06-303-026-1002	RESIDENTIAL	208 VISTA CT UNIT B	MINOOKA	60447	08/01/2016	$125,000	8.8216 (2016)	7,502	0	0	32,735	0	40,237	0	N/A	0	1-STY	0	1026 Sq. Feet	YES	1026 Sq. Feet	NO	1999	NO	FULL LOOKOUT	NO	ATTACHED, 260 Sq. Feet	N/A	N/A	B	N/A	N/A	N/A
04-10-06-303-012-0000	RESIDENTIAL	322 VISTA CT UNIT B	MINOOKA	60447	05/01/2000	$124,000	8.8216 (2016)	8,753	0	0	38,076	0	46,829	0	N/A	0	2-STY	0	1509 Sq. Feet	YES	1509 Sq. Feet	YES	1990	YES	N/A	NO	ATTACHED, 420 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-026-1004	RESIDENTIAL	208 VISTA CT UNIT D	MINOOKA	60447	08/01/2008	$147,000	8.8216 (2016)	7,502	0	0	29,989	0	37,491	0	N/A	0	1-STY	0	1004 Sq. Feet	YES	1004 Sq. Feet	NO	1999	NO	FULL LOOKOUT	NO	ATTACHED, 240 Sq. Feet	N/A	N/A	D	N/A	N/A	N/A
04-10-06-303-027-0000	RESIDENTIAL	212 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	45,019	0	53,772	0	N/A	0	1-STY	0	1414 Sq. Feet	YES	1414 Sq. Feet	NO	1999	YES	FULL LOOKOUT	NO	ATTACHED, 546 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-028-0000	RESIDENTIAL	212 VISTA CT UNIT B	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	46,673	0	55,426	0	N/A	0	1-STY	0	1414 Sq. Feet	YES	1414 Sq. Feet	YES	1999	NO	FULL LOOKOUT	NO	ATTACHED, 546 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-029-0000	RESIDENTIAL	214 VISTA CT UNIT B	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,388	0	0	35,726	0	44,114	0	N/A	0	2-STY	0	1274 Sq. Feet	YES	1274 Sq. Feet	YES	1999	NO	FULL, 884 Sq. Feet	NO	ATTACHED, 480 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-030-0000	RESIDENTIAL	214 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	35,726	0	44,479	0	N/A	0	2-STY	0	1274 Sq. Feet	YES	1274 Sq. Feet	YES	1999	NO	FULL	NO	ATTACHED, 480 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-019-0000	RESIDENTIAL	320 VISTA CT UNIT A	MINOOKA	60447	10/01/2000	$123,000	8.8216 (2016)	8,753	0	0	33,376	0	42,129	0	N/A	0	1-STY	0	1098 Sq. Feet	YES	1098 Sq. Feet	YES	1990	NO	N/A	NO	195 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-032-0000	RESIDENTIAL	210 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	48,809	0	57,562	0	N/A	0	2-STY	0	1960 Sq. Feet	YES	1960 Sq. Feet	NO	2001	YES	FULL	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-050-1001	RESIDENTIAL	200 VISTA CT	MINOOKA	60447	10/01/2014	$116,500	8.8216 (2016)	8,753	0	0	35,032	0	43,785	0	N/A	0	SPLIT LV	0	1245 Sq. Feet	YES	1245 Sq. Feet	NO	2005	NO	N/A	NO	400 Sq. Feet	N/A	N/A	E	N/A	N/A	N/A
04-10-06-303-050-1002	RESIDENTIAL	202 VISTA CT	MINOOKA	60447	05/01/2005	$143,660	8.8216 (2016)	8,753	0	0	33,590	0	42,343	0	N/A	0	SPLIT LV	0	1245 Sq. Feet	NO	1245 Sq. Feet	NO	2005	NO	N/A	NO	ATTACHED, 400 Sq. Feet	N/A	N/A	F	N/A	N/A	N/A
04-10-06-303-050-1003	RESIDENTIAL	204 VISTA CT	MINOOKA	60447	09/01/2009	$148,000	8.8216 (2016)	8,753	0	0	35,032	0	43,785	0	N/A	0	SPLIT LV	0	1245 Sq. Feet	NO	1245 Sq. Feet	NO	2004	NO	N/A	NO	ATTACHED, 400 Sq. Feet	N/A	N/A	G	N/A	N/A	N/A
04-10-07-102-001-0000	RESIDENTIAL	201 VALLEY VISTA CT	MINOOKA	60447	06/12/1992	$42,000	8.9128 (2016)	20,632	0	0	88,862	0	109,494	0	N/A	0	1-STY	0	2448 Sq. Feet	NO	2448 Sq. Feet	YES	1994	YES	FULL WALKOUT	NO	ATTACHED, 1075 Sq. Feet	32	N/A	N/A	N/A	N/A	N/A
04-10-06-303-002-0000	RESIDENTIAL	314 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	26,988	0	0	66,340	0	93,328	0	N/A	0	2-STY	0	4946 Sq. Feet	YES	4946 Sq. Feet	YES	0	NO	N/A	NO	1240 Sq. Feet	7	N/A	N/A	N/A	N/A	N/A
04-10-06-303-026-1003	RESIDENTIAL	208 VISTA CT UNIT C	MINOOKA	60447	01/01/2006	$145,000	8.8216 (2016)	7,502	0	0	30,707	0	38,209	0	N/A	0	1-STY	0	1004 Sq. Feet	YES	1004 Sq. Feet	NO	1999	NO	FULL LOOKOUT	NO	ATTACHED, 240 Sq. Feet	N/A	N/A	C	N/A	N/A	N/A
04-10-06-303-033-0000	RESIDENTIAL	210 VISTA CT UNIT B	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	48,809	0	57,562	0	N/A	0	2-STY	0	1960 Sq. Feet	YES	1960 Sq. Feet	NO	2001	YES	FULL	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-009-0000	RESIDENTIAL	318 VISTA CT UNIT A	MINOOKA	60447	11/01/2013	$137,000	8.8216 (2016)	8,753	0	0	33,217	0	41,970	0	N/A	0	2-STY	0	1489 Sq. Feet	YES	1489 Sq. Feet	YES	1990	YES	N/A	NO	ATTACHED, 156 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-010-0000	RESIDENTIAL	318 VISTA CT UNIT B	MINOOKA	60447	05/01/2011	$122,500	8.8216 (2016)	8,753	0	0	35,299	0	44,052	0	N/A	0	2-STY	0	1489 Sq. Feet	YES	1489 Sq. Feet	YES	1990	YES	N/A	NO	ATTACHED, 420 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-303-011-0000	RESIDENTIAL	322 VISTA CT UNIT A	MINOOKA	60447	N/A	N/A	8.8216 (2016)	8,753	0	0	35,578	0	44,331	0	N/A	0	2-STY	0	1509 Sq. Feet	YES	1509 Sq. Feet	YES	1990	YES	N/A	NO	ATTACHED, 420 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-07-102-002-0000	RESIDENTIAL	203 VALLEY VISTA CT	MINOOKA	60447	12/01/2015	$220,000	8.9128 (2016)	20,632	0	0	55,699	0	76,331	0	N/A	0	1-STY	0	1759 Sq. Feet	YES	1759 Sq. Feet	YES	1982	NO	PRT CRAWL, 363 Sq. Feet	NO	ATTACHED, 506 Sq. Feet	31	N/A	N/A	N/A	N/A	N/A
04-10-07-102-006-0000	RESIDENTIAL	206 VALLEY VISTA CT	MINOOKA	60447	N/A	N/A	8.9128 (2016)	24,539	0	0	66,967	0	91,506	0	N/A	0	2-STY	0	2567 Sq. Feet	YES	2567 Sq. Feet	YES	1983	YES	FULL WALKOUT	NO	ATTACHED, 564 Sq. Feet	37	N/A	N/A	N/A	N/A	N/A
04-10-07-102-010-0000	RESIDENTIAL	207 VALLEY VISTA CT	MINOOKA	60447	N/A	N/A	8.9128 (2016)	20,632	0	0	72,788	0	93,420	0	N/A	0	2-STY	0	2548 Sq. Feet	YES	2548 Sq. Feet	YES	1980	NO	FULL	NO	ATTACHED, 564 Sq. Feet	29	N/A	N/A	N/A	N/A	N/A
04-10-07-102-011-0000	RESIDENTIAL	209 VALLEY VISTA CT	MINOOKA	60447	N/A	N/A	8.9128 (2016)	20,632	0	0	61,467	0	82,099	0	N/A	0	1-STY	0	1801 Sq. Feet	YES	1801 Sq. Feet	YES	1979	NO	FULL	NO	ATTACHED, 552 Sq. Feet	28	N/A	N/A	N/A	N/A	N/A
04-10-06-302-005-1010	RESIDENTIAL	325 VISTA CT UNIT J	MINOOKA	60447	09/01/2003	$136,000	8.8216 (2016)	8,753	0	0	33,697	0	42,450	0	N/A	0	1-STY	0	1080 Sq. Feet	YES	1080 Sq. Feet	NO	1991	NO	N/A	NO	ATTACHED, 204 Sq. Feet	N/A	N/A	J	N/A	N/A	N/A
